timestamp,Fx,Fy,Fz,Mx,My,Mz
1775598576.531653,-0.003740,0.002420,-0.301160,0.000044,-0.000281,-0.000240
1775598576.582338,-0.003740,0.002420,-0.301160,0.000044,-0.000281,-0.000240
1775598576.632838,-0.003740,0.002420,-0.301160,0.000044,-0.000281,-0.000240
1775598576.683356,-0.024740,0.009420,-0.285160,0.000024,-0.000281,0.000070
1775598576.733886,-0.024740,0.009420,-0.285160,0.000024,-0.000281,0.000070
1775598576.784465,-0.024740,0.009420,-0.285160,0.000024,-0.000281,0.000070
1775598576.834879,-0.008740,0.002420,-0.289160,0.000084,-0.000331,0.000110
1775598576.885776,-0.008740,0.002420,-0.289160,0.000084,-0.000331,0.000110
1775598576.936339,-0.008740,0.002420,-0.289160,0.000084,-0.000331,0.000110
1775598576.988037,-0.017740,-0.003580,-0.293160,0.000134,-0.000251,-0.000150
1775598577.039038,-0.017740,-0.003580,-0.293160,0.000134,-0.000251,-0.000150
1775598577.089695,-0.017740,-0.003580,-0.293160,0.000134,-0.000251,-0.000150
1775598577.141006,-0.009740,0.003420,-0.281160,0.000004,-0.000261,-0.000040
